Image,Plot,Date_Index,Date,Variety,Cover,Mean_Green,EXG_Mean_Image,EXGR_Mean_Image,GLI_Mean_Image,VARI_Mean_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh
404A_20210929,404A,20210929,9/29/2021,Soy,Under,140.2763089,0.293484289,0.254588078,0.196284002,0.159964709,0.283203125,0.2050781250000002,0.17578125,0.0390625
404B_20210929,404B,20210929,9/29/2021,Soy,Fallow,124.4676577,0.057969276,-0.099858501,0.039082037,-0.027611541,0.142578125,0.0363281250000002,0.08984375,-0.083984375
404C_20210929,404C,20210929,9/29/2021,Soy,Post,128.0825127,0.062410885,-0.096926614,0.042508139,-0.026776902,0.142578125,0.0152343750000001,0.08984375,-0.046875
405A_20210929,405A,20210929,9/29/2021,Oat,Under,135.2001454,0.216014662,0.12585244,0.145329544,0.088351797,0.248046875,0.1417968750000002,0.15234375,0.0546875
405B_20210929,405B,20210929,9/29/2021,Oat,Fallow,124.0099358,0.046634173,-0.119316435,0.029415095,-0.030514358,0.119140625,-0.6808593749999998,0.07421875,-0.08203125
405C_20210929,405C,20210929,9/29/2021,Oat,Post,128.7433645,0.029555951,-0.148784463,0.018223346,-0.059478263,0.130859375,-0.6597656249999998,0.08203125,-0.158203125
406A_20210929,406A,20210929,9/29/2021,Oat,Under,130.6474962,0.371443343,0.346461804,0.243729731,0.170722185,0.435546875,0.4160156250000002,0.24609375,0.09765625
406B_20210929,406B,20210929,9/29/2021,Oat,Fallow,120.1286029,0.02787702,-0.179628254,0.015285523,-0.08973834,0.201171875,-0.8074218749999998,-0.30859375,-0.21484375
406C_20210929,406C,20210929,9/29/2021,Oat,Post,116.3888009,0.181737775,0.068488969,0.121110439,0.06197522,0.271484375,0.0996093750000002,0.13671875,0.056640625
407A_20210929,407A,20210929,9/29/2021,Oat,Under,123.2999492,0.296854762,0.229380531,0.194133976,0.111468844,0.365234375,0.3105468750000002,0.20703125,0.0703125
407B_20210929,407B,20210929,9/29/2021,Oat,Fallow,119.1421911,0.043834804,-0.153837485,0.025639794,-0.073061908,0.201171875,-0.7652343749999998,-0.28515625,-0.177734375
407C_20210929,407C,20210929,9/29/2021,Oat,Post,131.3672909,0.083114606,-0.089156561,0.054736746,-0.038226695,0.189453125,0.0574218750000004,0.11328125,-0.052734375
408A_20210929,408A,20210929,9/29/2021,Oat,Under,129.3986795,0.318599668,0.27121786,0.209881671,0.143703612,0.388671875,0.3527343750000002,0.22265625,0.083984375
408B_20210929,408B,20210929,9/29/2021,Oat,Fallow,120.5463042,0.010132246,-0.21219117,0.0019921,-0.110534114,-0.291015625,-0.8707031249999998,-0.32421875,-0.359375
408C_20210929,408C,20210929,9/29/2021,Oat,Post,119.6821749,0.099294282,-0.066394307,0.065454996,-0.024314654,0.212890625,0.0785156250000003,0.12890625,-0.017578125
409A_20210929,409A,20210929,9/29/2021,Oat,Under,128.4816757,0.356290015,0.342714205,0.234513045,0.192156637,0.458984375,0.4792968750000004,0.26171875,0.16015625
409B_20210929,409B,20210929,9/29/2021,Oat,Fallow,121.6663426,0.059428842,-0.108210563,0.038154266,-0.039080169,0.212890625,0.0996093750000002,0.12109375,-0.12109375
409C_20210929,409C,20210929,9/29/2021,Oat,Post,126.9143992,0.10802892,-0.038224088,0.071805173,-0.000567483,0.212890625,0.0785156250000003,0.12890625,-0.01953125
410A_20210929,410A,20210929,9/29/2021,Oat,Under,145.099611,0.280544065,0.224866905,0.188244213,0.140252034,0.412109375,0.2683593750000004,0.19921875,0.072265625
410B_20210929,410B,20210929,9/29/2021,Oat,Fallow,129.7806532,0.032916243,-0.154922662,0.0216411,-0.072029551,0.177734375,-0.7019531249999998,-0.27734375,-0.107421875
410C_20210929,410C,20210929,9/29/2021,Oat,Post,127.0270268,0.057086348,-0.114247607,0.036748379,-0.044223321,0.201171875,0.0785156250000003,0.11328125,-0.07421875
101A_20211005,101A,20211005,10/5/2021,Oat,Fallow,100.9223313,0.02935221,-0.211852772,0.009333187,-0.120044851,-0.291015625,-0.8917968749999998,-0.33984375,-0.453125
101B_20211005,101B,20211005,10/5/2021,Oat,Post,111.8742091,0.158187496,0.006475334,0.096514949,-0.002818619,0.330078125,0.2050781250000002,0.16796875,-0.162109375
101C_20211005,101C,20211005,10/5/2021,Oat,Under,119.6864077,0.358634038,0.335451053,0.227129973,0.166619683,0.517578125,0.5636718750000003,0.27734375,0.033203125
102A_20211005,102A,20211005,10/5/2021,Oat,Fallow,102.9838759,0.001447753,-0.259448844,-0.011955455,-0.143990323,-0.314453125,-0.9128906249999998,-0.34765625,-0.376953125
102B_20211005,102B,20211005,10/5/2021,Oat,Post,118.6329219,0.107051345,-0.081255454,0.062931902,-0.045903117,0.294921875,-0.7441406249999998,-0.28515625,-0.3359375
102C_20211005,102C,20211005,10/5/2021,Oat,Under,115.1418432,0.399932377,0.402317991,0.251211835,0.196523509,0.576171875,0.6691406250000003,0.30078125,0.158203125
103A_20211005,103A,20211005,10/5/2021,Oat,Fallow,112.2326341,0.079168166,-0.118380749,0.044252323,-0.061827966,0.482421875,-0.8074218749999998,-0.30859375,-0.279296875
103B_20211005,103B,20211005,10/5/2021,Oat,Post,117.5635627,0.143572227,-0.015847763,0.088592451,-0.008508521,0.318359375,0.1839843750000003,0.16015625,-0.205078125
103C_20211005,103C,20211005,10/5/2021,Oat,Under,120.8740048,0.398233513,0.396972412,0.252793639,0.201130416,0.611328125,0.7535156250000001,0.30078125,0.142578125
104A_20211005,104A,20211005,10/5/2021,Oat,Fallow,93.25090057,0.053822486,-0.170235444,0.023021587,-0.099267078,0.400390625,-0.8496093749999998,-0.32421875,-0.328125
104B_20211005,104B,20211005,10/5/2021,Oat,Post,108.9533076,0.129967506,-0.037079011,0.078465663,-0.022778596,0.318359375,0.2050781250000002,0.16015625,-0.1875
104C_20211005,104C,20211005,10/5/2021,Oat,Under,116.5272601,0.368173549,0.341352073,0.233430844,0.167950725,0.541015625,0.5636718750000003,0.27734375,0.041015625
105A_20211005,105A,20211005,10/5/2021,Oat,Fallow,103.333054,0.052135585,-0.151611581,0.023251681,-0.081172415,0.482421875,-0.8285156249999999,-0.31640625,-0.37109375
105B_20211005,105B,20211005,10/5/2021,Oat,Post,112.3998297,0.060808105,-0.14765863,0.030380625,-0.080302561,0.259765625,-0.8285156249999999,-0.31640625,-0.466796875
105C_20211005,105C,20211005,10/5/2021,Oat,Under,119.5707589,0.474615449,0.535569737,0.299984299,0.282660519,0.798828125,1.1753906250000004,0.36328125,0.14453125
106A_20211005,106A,20211005,10/5/2021,Soy,Fallow,101.9959758,-0.011118641,-0.232751314,-0.018002601,-0.10290645,-0.337890625,-0.933984375,-0.36328125,-0.576171875
106B_20211005,106B,20211005,10/5/2021,Soy,Post,108.9511285,0.095900736,-0.073444952,0.053780332,-0.018332279,0.341796875,-0.7652343749999998,-0.29296875,-0.30078125
106C_20211005,106C,20211005,10/5/2021,Soy,Under,123.0418103,0.392814567,0.40517208,0.248335391,0.219170699,0.763671875,1.0910156250000005,0.33203125,0.08984375
107A_20211005,107A,20211005,10/5/2021,Oat,Fallow,106.1753827,-0.036044075,-0.311442609,-0.038136489,-0.166516647,-0.337890625,-0.9550781249999998,-0.36328125,-0.423828125
107B_20211005,107B,20211005,10/5/2021,Oat,Post,114.4245671,0.089706246,-0.104026228,0.050968469,-0.052959571,0.283203125,-0.7441406249999998,-0.28515625,-0.271484375
107C_20211005,107C,20211005,10/5/2021,Oat,Under,117.7387844,0.263506071,0.172378682,0.167435126,0.086556095,0.470703125,0.4582031250000002,0.23828125,0.0546875
108A_20211005,108A,20211005,10/5/2021,Oat,Fallow,104.4726242,-0.037520667,-0.317395547,-0.040240243,-0.17040344,-0.349609375,-0.9550781249999998,-0.36328125,-0.51953125
108B_20211005,108B,20211005,10/5/2021,Oat,Post,109.825457,0.063370373,-0.156027786,0.03150601,-0.08474485,0.259765625,-0.8285156249999999,-0.30859375,-0.390625
108C_20211005,108C,20211005,10/5/2021,Oat,Under,120.2601613,0.22036742,0.106697991,0.138818833,0.05465247,0.388671875,0.3316406250000001,0.19921875,0.005859375
109A_20211005,109A,20211005,10/5/2021,Oat,Fallow,110.5245578,-0.005484892,-0.254972982,-0.015181737,-0.133786253,-0.326171875,-0.9128906249999998,-0.34765625,-0.3359375
109B_20211005,109B,20211005,10/5/2021,Oat,Post,114.3849099,0.152514351,-0.00710853,0.093140964,-0.012156891,0.341796875,0.2472656250000002,0.17578125,-0.033203125
109C_20211005,109C,20211005,10/5/2021,Oat,Under,127.6901384,0.487618456,0.533211975,0.308506604,0.252623573,0.775390625,1.1332031250000003,0.34765625,0.1875
110A_20211005,110A,20211005,10/5/2021,Oat,Fallow,103.7389821,-0.010257333,-0.252882196,-0.019411407,-0.13696815,-0.326171875,-0.9128906249999998,-0.35546875,-0.443359375
110B_20211005,110B,20211005,10/5/2021,Oat,Post,109.8620158,0.172200803,0.028743258,0.10597894,0.008876801,0.376953125,0.3105468750000002,0.19140625,-0.06640625
110C_20211005,110C,20211005,10/5/2021,Oat,Under,114.4300965,0.509900157,0.581895657,0.320413754,0.289475556,0.845703125,1.2175781250000004,0.37890625,0.26171875
201A_20211005,201A,20211005,10/5/2021,Oat,Under,111.7322489,0.362207091,0.338414928,0.229111544,0.169243651,0.541015625,0.5847656250000004,0.27734375,0.140625
201B_20211005,201B,20211005,10/5/2021,Oat,Fallow,110.3223195,0.005053782,-0.219967267,-0.008307667,-0.114679359,-0.314453125,-0.8917968749999998,-0.34765625,-0.35546875
201C_20211005,201C,20211005,10/5/2021,Oat,Post,115.7533642,0.117240614,-0.053605395,0.069995315,-0.027243068,0.271484375,-0.6808593749999998,0.13671875,-0.2421875
202A_20211005,202A,20211005,10/5/2021,Oat,Under,127.3000915,0.487563871,0.540431065,0.306870585,0.258983919,0.681640625,0.9011718750000004,0.34765625,0.240234375
202B_20211005,202B,20211005,10/5/2021,Oat,Fallow,108.0174786,0.019956842,-0.216617068,0.00084815,-0.118039246,-0.302734375,-0.8917968749999998,-0.33984375,-0.5546875
202C_20211005,202C,20211005,10/5/2021,Oat,Post,113.296177,0.150348609,-0.003676629,0.0917402,-0.000939958,0.341796875,0.2261718750000001,0.16796875,-0.107421875
203A_20211005,203A,20211005,10/5/2021,Soy,Under,111.8493933,0.310366663,0.266605968,0.195215815,0.14119176,0.529296875,0.5847656250000004,0.25390625,0.115234375
203B_20211005,203B,20211005,10/5/2021,Soy,Fallow,117.1734067,-0.015454816,-0.243946002,-0.021381202,-0.117861376,-0.326171875,-0.9128906249999998,-0.35546875,-0.501953125
203C_20211005,203C,20211005,10/5/2021,Soy,Post,112.4742818,0.060383176,-0.125961665,0.032248173,-0.060011709,0.283203125,-0.8074218749999998,-0.31640625,-0.232421875
204A_20211005,204A,20211005,10/5/2021,Oat,Under,127.0101667,0.489644337,0.522991815,0.309124813,0.229364718,0.623046875,0.7746093750000003,0.33984375,0.138671875
204B_20211005,204B,20211005,10/5/2021,Oat,Fallow,112.5168601,0.007005832,-0.247257753,-0.005217276,-0.128323428,-0.314453125,-0.9128906249999998,-0.33984375,-0.33984375
204C_20211005,204C,20211005,10/5/2021,Oat,Post,112.4655805,0.132037083,-0.037318367,0.080251495,-0.026406541,0.330078125,0.2261718750000001,0.16796875,-0.11328125
205A_20211005,205A,20211005,10/5/2021,Oat,Under,119.8822209,0.248616793,0.144852109,0.158159778,0.065045765,0.412109375,0.3738281250000004,0.22265625,-0.07421875
205B_20211005,205B,20211005,10/5/2021,Oat,Fallow,109.8256349,0.012935376,-0.225390797,-0.002331638,-0.123793032,-0.314453125,-0.8917968749999998,-0.34765625,-0.46875
205C_20211005,205C,20211005,10/5/2021,Oat,Post,110.4714288,0.110324795,-0.055439326,0.064786954,-0.021678985,0.306640625,0.2050781250000002,0.16015625,-0.166015625
206A_20211005,206A,20211005,10/5/2021,Oat,Under,115.9357212,0.444943986,0.461739174,0.280406807,0.210908663,0.611328125,0.7113281250000003,0.32421875,0.08203125
206B_20211005,206B,20211005,10/5/2021,Oat,Fallow,111.1819917,0.019676174,-0.208330553,0.001946971,-0.105068073,-0.302734375,-0.8917968749999998,-0.33984375,-0.490234375
206C_20211005,206C,20211005,10/5/2021,Oat,Post,114.7739634,0.105441833,-0.072228655,0.061479129,-0.041065625,0.294921875,0.1839843750000003,0.15234375,-0.197265625
207A_20211005,207A,20211005,10/5/2021,Oat,Under,122.7761642,0.397938602,0.390336886,0.252299082,0.183804341,0.552734375,0.6269531250000002,0.30078125,0.0625
207B_20211005,207B,20211005,10/5/2021,Oat,Fallow,116.2603385,-0.016554409,-0.26537565,-0.022387561,-0.137265681,-0.326171875,-0.9128906249999998,-0.34765625,-0.380859375
207C_20211005,207C,20211005,10/5/2021,Oat,Post,108.335285,0.073763604,-0.125325664,0.039357117,-0.063684051,0.259765625,-0.8074218749999998,-0.30859375,-0.224609375
208A_20211005,208A,20211005,10/5/2021,Oat,Under,120.5397542,0.482339695,0.537743181,0.303796321,0.267147623,0.763671875,1.1332031250000003,0.34765625,0.18359375
208B_20211005,208B,20211005,10/5/2021,Oat,Fallow,110.3703507,0.0811536,-0.108648672,0.042192917,-0.051833116,0.482421875,-0.7863281249999998,-0.30859375,-0.3671875
208C_20211005,208C,20211005,10/5/2021,Oat,Post,112.8229126,0.136739375,-0.022700809,0.081505605,-0.014551788,0.353515625,0.2472656250000002,0.16796875,-0.201171875
209A_20211005,209A,20211005,10/5/2021,Oat,Under,121.9250475,0.472115474,0.52232478,0.297908601,0.262936492,0.787109375,1.1542968750000002,0.37109375,0.212890625
209B_20211005,209B,20211005,10/5/2021,Oat,Fallow,101.8676773,0.041939877,-0.210588647,0.01922847,-0.120776658,-0.279296875,-0.8707031249999998,-0.31640625,-0.306640625
209C_20211005,209C,20211005,10/5/2021,Oat,Post,102.8310317,0.103859041,-0.098653811,0.060734931,-0.063046285,0.294921875,-0.7652343749999998,-0.29296875,-0.18359375
210A_20211005,210A,20211005,10/5/2021,Oat,Under,122.8127285,0.465875412,0.516394296,0.293081055,0.263012995,0.880859375,1.2386718750000003,0.43359375,0.267578125
210B_20211005,210B,20211005,10/5/2021,Oat,Fallow,109.8327382,-0.006089052,-0.262732788,-0.016435289,-0.140602249,-0.314453125,-0.9128906249999998,-0.34765625,-0.4609375
210C_20211005,210C,20211005,10/5/2021,Oat,Post,106.7272777,0.106251669,-0.068235636,0.060323805,-0.028178583,0.318359375,-0.7441406249999998,-0.28515625,-0.162109375
301A_20211005,301A,20211005,10/5/2021,Oat,Post,111.5183195,0.154549671,-0.006754694,0.091786101,-0.007279081,0.353515625,0.2472656250000002,0.16796875,-0.0625
301B_20211005,301B,20211005,10/5/2021,Oat,Fallow,109.5994964,-0.019234398,-0.290540755,-0.025384623,-0.154895151,-0.337890625,-0.9550781249999998,-0.35546875,-0.416015625
301C_20211005,301C,20211005,10/5/2021,Oat,Under,126.9292785,0.393513387,0.384034496,0.24930483,0.183082484,0.669921875,0.9011718750000004,0.31640625,0.0234375
302A_20211005,302A,20211005,10/5/2021,Oat,Post,113.8940694,0.099629306,-0.095794993,0.056153485,-0.054937997,0.330078125,-0.7652343749999998,-0.28515625,-0.318359375
302B_20211005,302B,20211005,10/5/2021,Oat,Fallow,109.7660277,0.023843011,-0.214632042,0.002991787,-0.112009896,0.330078125,-0.8917968749999998,-0.33203125,-0.283203125
302C_20211005,302C,20211005,10/5/2021,Oat,Under,113.7406639,0.498172637,0.557546402,0.313991314,0.272089625,0.833984375,1.1964843750000005,0.35546875,0.3125
303A_20211005,303A,20211005,10/5/2021,Soy,Post,105.9651742,0.124103923,-0.028582457,0.07362659,-0.011073729,0.353515625,0.3105468750000002,0.17578125,-0.115234375
303B_20211005,303B,20211005,10/5/2021,Soy,Fallow,102.3844265,0.045687568,-0.15379388,0.021035297,-0.069232349,0.353515625,-0.8285156249999999,-0.32421875,-0.41015625
303C_20211005,303C,20211005,10/5/2021,Soy,Under,119.7146233,0.501990623,0.577168337,0.314572851,0.293568493,0.833984375,1.1964843750000005,0.38671875,0.28125
304A_20211005,304A,20211005,10/5/2021,Oat,Post,109.8798031,0.13000219,-0.048455141,0.076561965,-0.029453012,0.318359375,0.1839843750000003,0.16015625,-0.212890625
304B_20211005,304B,20211005,10/5/2021,Oat,Fallow,106.8770585,0.017157404,-0.20871635,0.002230618,-0.11031383,-0.314453125,-0.8917968749999998,-0.34765625,-0.380859375
304C_20211005,304C,20211005,10/5/2021,Oat,Under,119.4440319,0.455642889,0.482404493,0.287720187,0.228055553,0.646484375,0.9222656250000004,0.33203125,0.22265625
305A_20211005,305A,20211005,10/5/2021,Oat,Post,107.3709462,0.138359608,-0.023593169,0.084254466,-0.016413496,0.306640625,0.2050781250000002,0.16015625,-0.11328125
305B_20211005,305B,20211005,10/5/2021,Oat,Fallow,107.1952441,-0.017593183,-0.262480245,-0.024714588,-0.133221233,-0.337890625,-0.933984375,-0.36328125,-0.515625
305C_20211005,305C,20211005,10/5/2021,Oat,Under,119.8397258,0.50262508,0.577519219,0.318255471,0.302268362,0.869140625,1.2386718750000003,0.38671875,0.2890625
306A_20211005,306A,20211005,10/5/2021,Oat,Post,112.9390269,0.162511494,0.017182053,0.100904255,0.010659061,0.353515625,0.2472656250000002,0.17578125,-0.0390625
306B_20211005,306B,20211005,10/5/2021,Oat,Fallow,103.233519,0.098203958,-0.083140092,0.056293631,-0.044155226,0.388671875,0.3316406250000001,-0.29296875,-0.171875
306C_20211005,306C,20211005,10/5/2021,Oat,Under,114.7701984,0.504209735,0.583528759,0.317730456,0.306748699,0.833984375,1.2175781250000004,0.38671875,0.169921875
307A_20211005,307A,20211005,10/5/2021,Oat,Post,103.9981995,0.14709069,-0.020188774,0.088928212,-0.022514353,0.353515625,0.2683593750000004,0.17578125,-0.083984375
307B_20211005,307B,20211005,10/5/2021,Oat,Fallow,100.3594745,0.009552064,-0.232223548,-0.006489022,-0.124305415,-0.291015625,-0.8917968749999998,-0.33984375,-0.318359375
307C_20211005,307C,20211005,10/5/2021,Oat,Under,118.2905445,0.283564642,0.209923783,0.1802148,0.103224504,0.447265625,0.4371093750000001,0.23828125,0.00390625
308A_20211005,308A,20211005,10/5/2021,Oat,Post,108.7208718,0.112319519,-0.064659276,0.065941963,-0.035226323,0.318359375,0.2050781250000002,0.16015625,-0.1953125
308B_20211005,308B,20211005,10/5/2021,Oat,Fallow,103.5365317,-0.046693013,-0.335417724,-0.047415817,-0.186635732,-0.337890625,-0.9550781249999998,-0.36328125,-0.517578125
308C_20211005,308C,20211005,10/5/2021,Oat,Under,115.617239,0.382651325,0.38273162,0.245100718,0.20640384,0.740234375,1.0699218750000004,0.33203125,0.18359375
309A_20211005,309A,20211005,10/5/2021,Oat,Post,116.5623921,0.126902285,-0.045238157,0.077391607,-0.028051341,0.341796875,0.2261718750000001,0.16015625,-0.205078125
309B_20211005,309B,20211005,10/5/2021,Oat,Fallow,109.6239511,0.01037085,-0.243281169,-0.002563207,-0.137641638,-0.314453125,-0.9128906249999998,-0.33984375,-0.328125
309C_20211005,309C,20211005,10/5/2021,Oat,Under,123.7986243,0.443359134,0.45956992,0.281250654,0.217209084,0.623046875,0.7535156250000001,0.32421875,0.12109375
310A_20211005,310A,20211005,10/5/2021,Oat,Post,113.6866657,0.063545041,-0.140812947,0.033298564,-0.070203955,0.283203125,-0.7863281249999998,-0.30078125,-0.3359375
310B_20211005,310B,20211005,10/5/2021,Oat,Fallow,107.585634,-0.008891888,-0.279815237,-0.017821659,-0.149026428,-0.326171875,-0.933984375,-0.34765625,-0.384765625
310C_20211005,310C,20211005,10/5/2021,Oat,Under,119.0134917,0.466924285,0.513776136,0.29519043,0.258065167,0.798828125,1.1542968750000002,0.34765625,0.197265625
401A_20211005,401A,20211005,10/5/2021,Oat,Under,128.1396901,0.547750752,0.643345459,0.343209621,0.31342847,0.857421875,1.2386718750000003,0.38671875,0.2734375
401B_20211005,401B,20211005,10/5/2021,Oat,Fallow,106.6785919,-0.01693383,-0.274823718,-0.024503736,-0.142963888,-0.326171875,-0.933984375,-0.35546875,-0.298828125
401C_20211005,401C,20211005,10/5/2021,Oat,Post,117.5347775,0.14455595,-0.008508487,0.088299139,-0.009580652,0.318359375,0.2261718750000001,0.16796875,-0.103515625
402A_20211005,402A,20211005,10/5/2021,Oat,Under,117.9958944,0.552933634,0.671627453,0.345794456,0.355522508,0.916015625,1.3441406250000003,0.44921875,0.130859375
402B_20211005,402B,20211005,10/5/2021,Oat,Fallow,109.5580104,0.004708352,-0.228661623,-0.008269141,-0.108681432,-0.314453125,-0.8917968749999998,-0.33984375,-0.328125
402C_20211005,402C,20211005,10/5/2021,Oat,Post,118.5980714,0.127324317,-0.029948553,0.077013251,-0.011053988,0.330078125,0.2050781250000002,0.15234375,-0.21875
403A_20211005,403A,20211005,10/5/2021,Oat,Under,126.5382551,0.454487419,0.480708818,0.287893539,0.228295201,0.681640625,0.9855468750000004,0.33203125,0.240234375
403B_20211005,403B,20211005,10/5/2021,Oat,Fallow,110.6406563,-0.013594789,-0.248298768,-0.021744523,-0.123208267,-0.326171875,-0.9128906249999998,-0.35546875,-0.396484375
403C_20211005,403C,20211005,10/5/2021,Oat,Post,119.0815055,0.111052476,-0.048948502,0.065865735,-0.021988435,0.294921875,0.2050781250000002,0.15234375,-0.244140625
404A_20211005,404A,20211005,10/5/2021,Soy,Under,114.0409453,0.33823306,0.320355698,0.213308464,0.177028409,0.587890625,0.7113281250000003,0.29296875,0.171875
404B_20211005,404B,20211005,10/5/2021,Soy,Fallow,110.2883877,-0.026917801,-0.264016969,-0.03065198,-0.138500479,-0.337890625,-0.9128906249999998,-0.36328125,-0.48828125
404C_20211005,404C,20211005,10/5/2021,Soy,Post,109.6622864,0.094323017,-0.077549595,0.052058178,-0.038937572,0.306640625,0.2261718750000001,0.16015625,-0.2578125
405A_20211005,405A,20211005,10/5/2021,Oat,Under,128.0019965,0.443069766,0.460122163,0.280114721,0.211003964,0.716796875,1.0277343750000003,0.33984375,0.1875
405B_20211005,405B,20211005,10/5/2021,Oat,Fallow,111.5719476,0.067451462,-0.124870701,0.034373653,-0.066390171,0.400390625,-0.8074218749999998,-0.31640625,-0.427734375
405C_20211005,405C,20211005,10/5/2021,Oat,Post,113.5615331,0.180749678,0.052585849,0.110763947,0.03253099,0.552734375,0.7957031250000004,0.21484375,-0.0546875
406A_20211005,406A,20211005,10/5/2021,Oat,Under,124.6137627,0.573544242,0.661910636,0.357760137,0.289862303,0.798828125,1.1542968750000002,0.37890625,0.294921875
406B_20211005,406B,20211005,10/5/2021,Oat,Fallow,114.6143975,-0.009155506,-0.246230464,-0.01832021,-0.120598824,-0.326171875,-0.9128906249999998,-0.35546875,-0.34375
406C_20211005,406C,20211005,10/5/2021,Oat,Post,117.4271193,0.132101848,-0.025845892,0.080324534,-0.013572995,0.294921875,0.2050781250000002,0.16015625,-0.06640625
407A_20211005,407A,20211005,10/5/2021,Oat,Under,128.7938074,0.310735253,0.243974346,0.198498572,0.112039572,0.435546875,0.4160156250000002,0.24609375,0.07421875
407B_20211005,407B,20211005,10/5/2021,Oat,Fallow,112.0157588,0.021148212,-0.215334696,0.002222775,-0.10975892,-0.291015625,-0.8917968749999998,-0.33984375,-0.3203125
407C_20211005,407C,20211005,10/5/2021,Oat,Post,110.8833396,0.13379227,-0.033481466,0.079039287,-0.023331338,0.318359375,0.2050781250000002,0.16015625,-0.1484375
408A_20211005,408A,20211005,10/5/2021,Oat,Under,128.7514925,0.513345426,0.59225239,0.321314873,0.292740676,0.880859375,1.2597656250000002,0.41796875,0.20703125
408B_20211005,408B,20211005,10/5/2021,Oat,Fallow,114.3737124,0.054238929,-0.144484747,0.024573882,-0.067027193,0.564453125,-0.8285156249999999,-0.31640625,-0.31640625
408C_20211005,408C,20211005,10/5/2021,Oat,Post,114.4089849,0.220637077,0.106366933,0.138242032,0.051403253,0.435546875,0.4371093750000001,0.21484375,-0.2890625
409A_20211005,409A,20211005,10/5/2021,Oat,Under,120.9225748,0.485311805,0.536852868,0.305766268,0.262515456,0.787109375,1.1542968750000002,0.35546875,0.138671875
409B_20211005,409B,20211005,10/5/2021,Oat,Fallow,109.403309,-0.003772306,-0.246323708,-0.012953759,-0.131129374,-0.326171875,-0.933984375,-0.35546875,-0.50390625
409C_20211005,409C,20211005,10/5/2021,Oat,Post,111.1108072,0.177266464,0.046040599,0.109404546,0.02129793,0.376953125,0.3105468750000002,0.18359375,-0.015625
410A_20211005,410A,20211005,10/5/2021,Oat,Under,118.9201824,0.483305711,0.537609123,0.303158289,0.264379431,0.728515625,1.0488281250000002,0.33984375,0.212890625
410B_20211005,410B,20211005,10/5/2021,Oat,Fallow,108.8783407,-0.029531915,-0.282419273,-0.033565263,-0.142168557,-0.337890625,-0.933984375,-0.36328125,-0.400390625
410C_20211005,410C,20211005,10/5/2021,Oat,Post,108.7795953,0.106857125,-0.061812682,0.061695315,-0.023432382,0.306640625,0.2050781250000002,0.15234375,-0.080078125
101A_20211015,101A,20211015,10/15/2021,Oat,Fallow,123.7081571,0.018523096,-0.133493474,0.009725058,-0.028783381,0.623046875,-0.7230468749999999,-0.32421875,-0.1953125
101B_20211015,101B,20211015,10/15/2021,Oat,Post,135.4070969,0.115245314,0.019311368,0.077116212,0.074436207,0.154296875,0.0785156250000003,0.09765625,-0.05078125
101C_20211015,101C,20211015,10/15/2021,Oat,Under,134.7306732,0.170044166,0.11279597,0.115536804,0.148276331,0.681640625,0.964453125,0.13671875,0.103515625
102A_20211015,102A,20211015,10/15/2021,Oat,Fallow,110.8960984,0.004296634,-0.226891081,-0.006264338,-0.119462646,-0.314453125,-0.8917968749999998,-0.34765625,-0.47265625
102B_20211015,102B,20211015,10/15/2021,Oat,Post,115.5694809,0.160899249,0.018084332,0.10074847,0.006823448,0.306640625,0.2050781250000002,0.16015625,-0.08984375
102C_20211015,102C,20211015,10/15/2021,Oat,Under,119.6237944,0.405788397,0.410791786,0.259619001,0.205322541,0.669921875,1.0277343750000003,0.30078125,0.197265625
103A_20211015,103A,20211015,10/15/2021,Oat,Fallow,117.392044,0.069439827,-0.130118862,0.04095192,-0.065360991,0.353515625,-0.8285156249999999,-0.30859375,-0.291015625
103B_20211015,103B,20211015,10/15/2021,Oat,Post,120.3840136,0.205708777,0.093570421,0.132566625,0.049770701,0.341796875,0.2472656250000002,0.18359375,-0.0546875
103C_20211015,103C,20211015,10/15/2021,Oat,Under,142.7442602,0.19352501,0.136991425,0.130041027,0.145581046,0.728515625,1.0277343750000003,0.12109375,0.005859375
104A_20211015,104A,20211015,10/15/2021,Oat,Fallow,114.5247284,0.041561101,-0.185072765,0.020075475,-0.104611957,0.189453125,-0.8285156249999999,-0.31640625,-0.212890625
104B_20211015,104B,20211015,10/15/2021,Oat,Post,115.3280629,0.207950982,0.080202123,0.132944445,0.031302162,0.353515625,0.2472656250000002,0.18359375,-0.060546875
104C_20211015,104C,20211015,10/15/2021,Oat,Under,136.5562093,0.23476569,0.19248574,0.156975935,0.170867359,0.810546875,1.1542968750000002,0.14453125,0.015625
105A_20211015,105A,20211015,10/15/2021,Oat,Fallow,113.9034916,0.060044754,-0.136605752,0.034014784,-0.066327644,0.294921875,-0.8285156249999999,-0.31640625,-0.29296875
105B_20211015,105B,20211015,10/15/2021,Oat,Post,120.1862052,0.151765965,-0.001547372,0.096786103,-0.001065819,0.294921875,0.1628906250000004,0.16015625,-0.1640625
105C_20211015,105C,20211015,10/15/2021,Oat,Under,124.7073916,0.412871268,0.42692524,0.264945445,0.218427235,0.587890625,0.8800781250000003,0.29296875,0.158203125
