Image,Plot,Date_Index,Date,Variety,Cover,Green_Avg,EXG_Avg_Image,EXGR_Avg_Image,GLI_Avg_Image,VARI_Avg_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh,EXG_Global_Thresh,EXGR_Global_Thresh,GLI_Global_Thresh,VARI_Global_Thresh
102C_20210929,102C,20210929,9/29/2021,Oat,Under,0.428291405,0.284874817,0.242164724,0.193191133,0.159565877,0.248046875,0.183984375,0.16796875,0.1171875,0.306640625,0.205078125,0.16015625,-0.08984375
103A_20210929,103A,20210929,9/29/2021,Oat,Fallow,0.336594868,0.009785808,-0.186335087,0.005812574,-0.09060794,-0.068359375,-0.617578125,-0.25390625,-0.174262153,0.306640625,0.205078125,0.16015625,-0.08984375
103B_20210929,103B,20210929,9/29/2021,Oat,Post,0.350857667,0.052573,-0.11599199,0.036659415,-0.042210733,0.142578125,0.015234375,0.09765625,-0.03125,0.306640625,0.205078125,0.16015625,-0.08984375
103C_20210929,103C,20210929,9/29/2021,Oat,Under,0.404855842,0.214569334,0.140655645,0.146803858,0.116745972,0.212890625,0.120703125,0.13671875,0.09375,0.306640625,0.205078125,0.16015625,-0.08984375
104A_20210929,104A,20210929,9/29/2021,Oat,Fallow,0.34089535,0.022686652,-0.154562981,0.015667377,-0.06283847,0.060546875,-0.364453125,0.03515625,-0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375
104B_20210929,104B,20210929,9/29/2021,Oat,Post,0.3557424,0.067227803,-0.09233246,0.046644525,-0.02629573,0.142578125,0.015234375,0.09765625,0.001953125,0.306640625,0.205078125,0.16015625,-0.08984375
104C_20210929,104C,20210929,9/29/2021,Oat,Under,0.437246787,0.31174217,0.284695047,0.209352401,0.181242638,0.283203125,0.205078125,0.17578125,0.09375,0.306640625,0.205078125,0.16015625,-0.08984375
105A_20210929,105A,20210929,9/29/2021,Oat,Fallow,0.334168848,0.002508352,-0.183364339,0.000660442,-0.081153149,-0.197265625,-0.638671875,-0.26171875,-0.16796875,0.306640625,0.205078125,0.16015625,-0.08984375
105B_20210929,105B,20210929,9/29/2021,Oat,Post,0.354135663,0.062410003,-0.10438559,0.043325232,-0.034157529,0.130859375,-0.005859375,0.08984375,-0.064453125,0.306640625,0.205078125,0.16015625,-0.08984375
105C_20210929,105C,20210929,9/29/2021,Oat,Under,0.434964792,0.304894375,0.278379782,0.206416742,0.189427673,0.271484375,0.205078125,0.17578125,0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375
106A_20210929,106A,20210929,9/29/2021,Soy,Fallow,0.334133567,0.00240251,-0.181362854,0.00028833,-0.080076987,-0.197265625,-0.659765625,-0.26171875,-0.31640625,0.306640625,0.205078125,0.16015625,-0.08984375
106B_20210929,106B,20210929,9/29/2021,Soy,Post,0.35010205,0.050309163,-0.106645905,0.03420831,-0.025563126,0.119140625,0.015234375,0.08203125,-0.099609375,0.306640625,0.205078125,0.16015625,-0.08984375
106C_20210929,106C,20210929,9/29/2021,Soy,Under,0.406105357,0.218319688,0.154236352,0.147454819,0.126345548,0.224609375,0.141796875,0.14453125,0.1015625,0.306640625,0.205078125,0.16015625,-0.08984375
107A_20210929,107A,20210929,9/29/2021,Oat,Fallow,0.334711774,0.004142557,-0.178205487,0.000819542,-0.072108763,-0.244140625,-0.723046875,-0.28515625,-0.166015625,0.306640625,0.205078125,0.16015625,-0.08984375
107B_20210929,107B,20210929,9/29/2021,Oat,Post,0.35428567,0.062858819,-0.094289416,0.043297971,-0.023363243,0.130859375,0.015234375,0.08984375,-0.06640625,0.306640625,0.205078125,0.16015625,-0.08984375
107C_20210929,107C,20210929,9/29/2021,Oat,Under,0.402145934,0.206440214,0.126946021,0.140324749,0.108103837,0.224609375,0.141796875,0.14453125,0.065429688,0.306640625,0.205078125,0.16015625,-0.08984375
108A_20210929,108A,20210929,9/29/2021,Oat,Fallow,0.336184461,0.008553986,-0.195661494,0.004234382,-0.102130366,-0.033203125,-0.554296875,-0.22265625,-0.19140625,0.306640625,0.205078125,0.16015625,-0.08984375
108B_20210929,108B,20210929,9/29/2021,Oat,Post,0.365366251,0.096100561,-0.065523498,0.066473444,-0.023948804,0.177734375,0.057421875,0.12109375,-0.009765625,0.306640625,0.205078125,0.16015625,-0.08984375
108C_20210929,108C,20210929,9/29/2021,Oat,Under,0.39091789,0.172755477,0.070127198,0.119711138,0.075455724,0.189453125,0.078515625,0.12109375,0.068359375,0.306640625,0.205078125,0.16015625,-0.08984375
109A_20210929,109A,20210929,9/29/2021,Oat,Fallow,0.33607392,0.008226583,-0.18983195,0.004445517,-0.09113746,-0.220703125,-0.701953125,-0.26953125,-0.240234375,0.306640625,0.205078125,0.16015625,-0.08984375
109B_20210929,109B,20210929,9/29/2021,Oat,Post,0.351546178,0.054638535,-0.111432865,0.038200381,-0.039087026,0.130859375,0.015234375,0.08984375,0.022460938,0.306640625,0.205078125,0.16015625,-0.08984375
109C_20210929,109C,20210929,9/29/2021,Oat,Under,0.417226883,0.251684266,0.200481848,0.17159589,0.153336145,0.236328125,0.141796875,0.15234375,0.091796875,0.306640625,0.205078125,0.16015625,-0.08984375
110A_20210929,110A,20210929,9/29/2021,Oat,Fallow,0.336814625,0.010448697,-0.175469383,0.005989082,-0.079182615,0.130859375,-0.638671875,-0.25390625,-0.12890625,0.306640625,0.205078125,0.16015625,-0.08984375
110B_20210929,110B,20210929,9/29/2021,Oat,Post,0.348096176,0.044289734,-0.12639364,0.030255144,-0.047064125,0.130859375,0.015234375,0.08984375,-0.037109375,0.306640625,0.205078125,0.16015625,-0.08984375
110C_20210929,110C,20210929,9/29/2021,Oat,Under,0.419297603,0.257894618,0.212965016,0.176145612,0.162623832,0.224609375,0.141796875,0.15234375,0.088867188,0.306640625,0.205078125,0.16015625,-0.08984375
201A_20210929,201A,20210929,9/29/2021,Oat,Under,0.432880247,0.298641345,0.267891321,0.201249109,0.179655902,0.271484375,0.205078125,0.16796875,0.087890625,0.306640625,0.205078125,0.16015625,-0.08984375
201B_20210929,201B,20210929,9/29/2021,Oat,Fallow,0.349205167,0.047616707,-0.115104956,0.032064121,-0.035745678,0.130859375,0.015234375,0.08203125,-0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375
201C_20210929,201C,20210929,9/29/2021,Oat,Post,0.348577396,0.045734598,-0.113026187,0.031009295,-0.031035425,0.130859375,0.015234375,0.08984375,-0.029296875,0.306640625,0.205078125,0.16015625,-0.08984375
202A_20210929,202A,20210929,9/29/2021,Oat,Under,0.405436748,0.216312655,0.132667732,0.147612026,0.104629562,0.224609375,0.120703125,0.14453125,0.0859375,0.306640625,0.205078125,0.16015625,-0.08984375
202B_20210929,202B,20210929,9/29/2021,Oat,Fallow,0.33007429,-0.009774718,-0.193789082,-0.008668852,-0.084012527,-0.197265625,-0.617578125,-0.26171875,-0.1640625,0.306640625,0.205078125,0.16015625,-0.08984375
202C_20210929,202C,20210929,9/29/2021,Oat,Post,0.363617795,0.090856398,-0.049682795,0.061510012,0.002018487,0.177734375,0.078515625,0.12109375,-0.072265625,0.306640625,0.205078125,0.16015625,-0.08984375
203A_20210929,203A,20210929,9/29/2021,Soy,Under,0.450845041,0.352538137,0.356872171,0.235942849,0.232309628,0.447265625,0.458203125,0.24609375,0.123046875,0.306640625,0.205078125,0.16015625,-0.08984375
203B_20210929,203B,20210929,9/29/2021,Soy,Fallow,0.331593326,-0.005214596,-0.192683454,-0.006232512,-0.083134131,-0.267578125,-0.765234375,-0.30859375,-0.263671875,0.306640625,0.205078125,0.16015625,-0.08984375
203C_20210929,203C,20210929,9/29/2021,Soy,Post,0.375001477,0.125006843,-0.001756851,0.085425872,0.026444923,0.177734375,0.078515625,0.12109375,-0.017578125,0.306640625,0.205078125,0.16015625,-0.08984375
204A_20210929,204A,20210929,9/29/2021,Oat,Under,0.43512928,0.305389648,0.257986694,0.20556653,0.152637966,0.318359375,0.226171875,0.19140625,0.056640625,0.306640625,0.205078125,0.16015625,-0.08984375
204B_20210929,204B,20210929,9/29/2021,Oat,Fallow,0.345378184,0.036138167,-0.162947443,0.022871402,-0.081768673,0.189453125,-0.765234375,-0.28515625,-0.21484375,0.306640625,0.205078125,0.16015625,-0.08984375
204C_20210929,204C,20210929,9/29/2021,Oat,Post,0.353489906,0.06047454,-0.122419395,0.040327916,-0.053902359,0.154296875,0.015234375,0.09765625,-0.171875,0.306640625,0.205078125,0.16015625,-0.08984375
205A_20210929,205A,20210929,9/29/2021,Oat,Under,0.430032331,0.290100611,0.227314781,0.193918984,0.126166612,0.341796875,0.247265625,0.19921875,0.05078125,0.306640625,0.205078125,0.16015625,-0.08984375
205B_20210929,205B,20210929,9/29/2021,Oat,Fallow,0.333324159,-2.27e-05,-0.207017725,-0.002801782,-0.101545675,-0.267578125,-0.765234375,-0.29296875,-0.255859375,0.306640625,0.205078125,0.16015625,-0.08984375
205C_20210929,205C,20210929,9/29/2021,Oat,Post,0.37086274,0.112592439,-0.03472901,0.076154227,-0.002011571,0.201171875,0.099609375,0.12890625,0.033203125,0.306640625,0.205078125,0.16015625,-0.08984375
206A_20210929,206A,20210929,9/29/2021,Oat,Under,0.482603128,0.447813603,0.465988098,0.290510774,0.222670612,0.552734375,0.605859375,0.31640625,0.208984375,0.306640625,0.205078125,0.16015625,-0.08984375
206B_20210929,206B,20210929,9/29/2021,Oat,Fallow,0.341111874,0.02334165,-0.177601187,0.014060498,-0.087883143,-0.255859375,-0.765234375,-0.29296875,-0.275390625,0.306640625,0.205078125,0.16015625,-0.08984375
206C_20210929,206C,20210929,9/29/2021,Oat,Post,0.3636129,0.090840507,-0.076375296,0.061560625,-0.02966234,0.166015625,0.036328125,0.10546875,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375
207A_20210929,207A,20210929,9/29/2021,Oat,Under,0.438177254,0.314539599,0.265629261,0.207144665,0.140818025,0.400390625,0.373828125,0.23046875,0.1015625,0.306640625,0.205078125,0.16015625,-0.08984375
207B_20210929,207B,20210929,9/29/2021,Oat,Fallow,0.336513068,0.009547039,-0.213641415,0.002117382,-0.110931213,-0.279296875,-0.807421875,-0.30859375,-0.2734375,0.306640625,0.205078125,0.16015625,-0.08984375
207C_20210929,207C,20210929,9/29/2021,Oat,Post,0.35854875,0.075652277,-0.121460468,0.048989601,-0.061042718,0.189453125,-0.701953125,-0.26171875,-0.1953125,0.306640625,0.205078125,0.16015625,-0.08984375
208A_20210929,208A,20210929,9/29/2021,Oat,Under,0.466277746,0.398848912,0.3930158,0.259205617,0.194501617,0.494140625,0.521484375,0.28515625,0.09765625,0.306640625,0.205078125,0.16015625,-0.08984375
208B_20210929,208B,20210929,9/29/2021,Oat,Fallow,0.349527129,0.048583195,-0.142840336,0.032073408,-0.071803115,0.154296875,-0.638671875,0.09765625,-0.16796875,0.306640625,0.205078125,0.16015625,-0.08984375
208C_20210929,208C,20210929,9/29/2021,Oat,Post,0.361424528,0.084295888,-0.088117029,0.054499611,-0.033544158,0.201171875,-0.680859375,0.11328125,-0.060546875,0.306640625,0.205078125,0.16015625,-0.08984375
209A_20210929,209A,20210929,9/29/2021,Oat,Under,0.450722222,0.352179929,0.337954594,0.229416486,0.185902404,0.435546875,0.458203125,0.24609375,0.10546875,0.306640625,0.205078125,0.16015625,-0.08984375
209B_20210929,209B,20210929,9/29/2021,Oat,Fallow,0.344577731,0.033754894,-0.171799198,0.019066806,-0.084365584,-0.255859375,-0.786328125,-0.30078125,-0.251953125,0.306640625,0.205078125,0.16015625,-0.08984375
209C_20210929,209C,20210929,9/29/2021,Oat,Post,0.36969072,0.109080598,-0.058340519,0.071439842,-0.024548597,0.224609375,0.099609375,0.13671875,-0.14453125,0.306640625,0.205078125,0.16015625,-0.08984375
210A_20210929,210A,20210929,9/29/2021,Oat,Under,0.465650246,0.396959779,0.417336588,0.261202109,0.243888041,0.822265625,1.154296875,0.38671875,0.130859375,0.306640625,0.205078125,0.16015625,-0.08984375
210B_20210929,210B,20210929,9/29/2021,Oat,Fallow,0.342112461,0.026337987,-0.176427322,0.016962761,-0.09062408,-0.173828125,-0.659765625,-0.25390625,-0.208007813,0.306640625,0.205078125,0.16015625,-0.08984375
210C_20210929,210C,20210929,9/29/2021,Oat,Post,0.35734118,0.072030775,-0.096463929,0.048366776,-0.033945702,0.177734375,0.057421875,0.11328125,-0.0390625,0.306640625,0.205078125,0.16015625,-0.08984375
301A_20210929,301A,20210929,9/29/2021,Oat,Post,0.363060343,0.08918344,-0.073006311,0.06046447,-0.025200471,0.177734375,0.057421875,0.11328125,-0.05078125,0.306640625,0.205078125,0.16015625,-0.08984375
301B_20210929,301B,20210929,9/29/2021,Oat,Fallow,0.334327735,0.002986218,-0.205965807,0.000187204,-0.108060117,-0.150390625,-0.659765625,-0.26171875,-0.23828125,0.306640625,0.205078125,0.16015625,-0.08984375
301C_20210929,301C,20210929,9/29/2021,Oat,Under,0.366733147,0.100200647,-0.066287003,0.066761124,-0.033316534,0.166015625,0.036328125,0.10546875,-0.0234375,0.306640625,0.205078125,0.16015625,-0.08984375
302A_20210929,302A,20210929,9/29/2021,Oat,Post,0.367109539,0.101330425,-0.039234303,0.069281666,0.003698546,0.177734375,0.078515625,0.11328125,-0.041015625,0.306640625,0.205078125,0.16015625,-0.08984375
302B_20210929,302B,20210929,9/29/2021,Oat,Fallow,0.347643379,0.042931341,-0.148044055,0.029016121,-0.073486036,0.166015625,-0.638671875,0.10546875,-0.1953125,0.306640625,0.205078125,0.16015625,-0.08984375
302C_20210929,302C,20210929,9/29/2021,Oat,Under,0.42971424,0.289143323,0.248561974,0.195055328,0.161516492,0.259765625,0.183984375,0.16796875,0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375
303A_20210929,303A,20210929,9/29/2021,Soy,Post,0.347475413,0.042428046,-0.111443652,0.029214566,-0.02540881,0.119140625,0.015234375,0.08203125,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375
303B_20210929,303B,20210929,9/29/2021,Soy,Fallow,0.343738614,0.031216444,-0.137354585,0.021603461,-0.048785938,0.072265625,-0.090234375,0.05078125,-0.109375,0.306640625,0.205078125,0.16015625,-0.08984375
303C_20210929,303C,20210929,9/29/2021,Soy,Under,0.414123537,0.242377242,0.191455324,0.163662671,0.151498598,0.224609375,0.141796875,0.14453125,0.112304688,0.306640625,0.205078125,0.16015625,-0.08984375
304A_20210929,304A,20210929,9/29/2021,Oat,Post,0.361497132,0.084491998,-0.065543145,0.058009945,-0.009794944,0.154296875,0.036328125,0.10546875,-0.017578125,0.306640625,0.205078125,0.16015625,-0.08984375
304B_20210929,304B,20210929,9/29/2021,Oat,Fallow,0.343348986,0.03004756,-0.14825577,0.02003503,-0.062281251,0.130859375,-0.005859375,0.08203125,-0.150390625,0.306640625,0.205078125,0.16015625,-0.08984375
304C_20210929,304C,20210929,9/29/2021,Oat,Under,0.400221668,0.200665003,0.116460488,0.137395356,0.097857812,0.212890625,0.120703125,0.13671875,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375
305A_20210929,305A,20210929,9/29/2021,Oat,Post,0.354641897,0.063931719,-0.100109615,0.043716392,-0.029802241,0.142578125,0.015234375,0.09765625,-0.01953125,0.306640625,0.205078125,0.16015625,-0.08984375
305B_20210929,305B,20210929,9/29/2021,Oat,Fallow,0.341759516,0.025280958,-0.153502224,0.016633308,-0.062585718,0.130859375,-0.638671875,0.08203125,-0.134765625,0.306640625,0.205078125,0.16015625,-0.08984375
305C_20210929,305C,20210929,9/29/2021,Oat,Under,0.435332728,0.306001198,0.289218045,0.206446045,0.205503256,0.271484375,0.205078125,0.16796875,0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375
306A_20210929,306A,20210929,9/29/2021,Oat,Post,0.349070553,0.047213469,-0.115581958,0.031036551,-0.035556239,0.142578125,0.015234375,0.08984375,-0.1484375,0.306640625,0.205078125,0.16015625,-0.08984375
306B_20210929,306B,20210929,9/29/2021,Oat,Fallow,0.337313163,0.011941901,-0.184197961,0.006045314,-0.091329809,0.154296875,-0.680859375,-0.26953125,-0.19140625,0.306640625,0.205078125,0.16015625,-0.08984375
306C_20210929,306C,20210929,9/29/2021,Oat,Under,0.399301309,0.197905134,0.113472541,0.134219652,0.096158482,0.212890625,0.120703125,0.13671875,0.080566406,0.306640625,0.205078125,0.16015625,-0.08984375
307A_20210929,307A,20210929,9/29/2021,Oat,Post,0.351740952,0.055225267,-0.107822074,0.037793956,-0.033517152,0.142578125,0.036328125,0.09765625,-0.123046875,0.306640625,0.205078125,0.16015625,-0.08984375
307B_20210929,307B,20210929,9/29/2021,Oat,Fallow,0.33640848,0.009230866,-0.168692325,0.005216525,-0.068229211,0.142578125,-0.617578125,-0.26171875,-0.138671875,0.306640625,0.205078125,0.16015625,-0.08984375
307C_20210929,307C,20210929,9/29/2021,Oat,Under,0.444942073,0.334829232,0.334596926,0.224698214,0.227632006,0.728515625,1.048828125,0.19921875,0.11328125,0.306640625,0.205078125,0.16015625,-0.08984375
308A_20210929,308A,20210929,9/29/2021,Oat,Post,0.36057523,0.081726896,-0.075369583,0.05620921,-0.021884986,0.166015625,0.057421875,0.11328125,0.001953125,0.306640625,0.205078125,0.16015625,-0.08984375
308B_20210929,308B,20210929,9/29/2021,Oat,Fallow,0.342225379,0.026679152,-0.160202626,0.018012076,-0.072168191,0.048828125,-0.617578125,-0.26171875,-0.202148438,0.306640625,0.205078125,0.16015625,-0.08984375
308C_20210929,308C,20210929,9/29/2021,Oat,Under,0.414686145,0.24406145,0.187214065,0.165713716,0.142647078,0.236328125,0.162890625,0.15234375,0.068359375,0.306640625,0.205078125,0.16015625,-0.08984375
309A_20210929,309A,20210929,9/29/2021,Oat,Post,0.36777339,0.103320773,-0.036397011,0.071278578,0.007698798,0.166015625,0.057421875,0.11328125,0.040364583,0.306640625,0.205078125,0.16015625,-0.08984375
309B_20210929,309B,20210929,9/29/2021,Oat,Fallow,0.339051963,0.017157698,-0.164130207,0.01082031,-0.068077529,0.095703125,-0.659765625,-0.27734375,-0.12890625,0.306640625,0.205078125,0.16015625,-0.08984375
309C_20210929,309C,20210929,9/29/2021,Oat,Under,0.415257758,0.245777495,0.189887906,0.16754373,0.146950089,0.224609375,0.141796875,0.14453125,0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375
310A_20210929,310A,20210929,9/29/2021,Oat,Post,0.35520357,0.065610711,-0.100502847,0.045416846,-0.036471859,0.154296875,0.036328125,0.09765625,-0.01953125,0.306640625,0.205078125,0.16015625,-0.08984375
310B_20210929,310B,20210929,9/29/2021,Oat,Fallow,0.337950364,0.013853504,-0.177023337,0.008612614,-0.081323407,0.107421875,-0.638671875,-0.26171875,-0.1484375,0.306640625,0.205078125,0.16015625,-0.08984375
310C_20210929,310C,20210929,9/29/2021,Oat,Under,0.383096863,0.149292397,0.039093365,0.101461283,0.05595436,0.189453125,0.099609375,0.12109375,0.044921875,0.306640625,0.205078125,0.16015625,-0.08984375
401A_20210929,401A,20210929,9/29/2021,Oat,Under,0.446009283,0.338031464,0.32578668,0.226820692,0.204614526,0.412109375,0.247265625,0.19140625,0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375
401B_20210929,401B,20210929,9/29/2021,Oat,Fallow,0.348342307,0.04502873,-0.129052908,0.030271738,-0.051555483,0.142578125,0.015234375,0.09765625,-0.048828125,0.306640625,0.205078125,0.16015625,-0.08984375
401C_20210929,401C,20210929,9/29/2021,Oat,Post,0.349173531,0.047522403,-0.128022003,0.032572142,-0.051312889,0.142578125,0.015234375,0.08984375,-0.064453125,0.306640625,0.205078125,0.16015625,-0.08984375
402A_20210929,402A,20210929,9/29/2021,Oat,Under,0.43023617,0.290712729,0.26319671,0.196758007,0.187695799,0.248046875,0.183984375,0.16015625,0.1171875,0.306640625,0.205078125,0.16015625,-0.08984375
402B_20210929,402B,20210929,9/29/2021,Oat,Fallow,0.340686482,0.022064269,-0.149646841,0.013197277,-0.054505943,0.177734375,-0.765234375,-0.30859375,-0.107421875,0.306640625,0.205078125,0.16015625,-0.08984375
402C_20210929,402C,20210929,9/29/2021,Oat,Post,0.351588611,0.054779096,-0.111865437,0.036820847,-0.035486021,0.142578125,0.015234375,0.08984375,-0.081054688,0.306640625,0.205078125,0.16015625,-0.08984375
403A_20210929,403A,20210929,9/29/2021,Oat,Under,0.420548455,0.261653803,0.219518463,0.176708703,0.16507846,0.224609375,0.141796875,0.14453125,0.0625,0.306640625,0.205078125,0.16015625,-0.08984375
403B_20210929,403B,20210929,9/29/2021,Oat,Fallow,0.339817208,0.019458256,-0.16161659,0.012174641,-0.065736542,-0.232421875,-0.723046875,-0.28515625,-0.232421875,0.306640625,0.205078125,0.16015625,-0.08984375
403C_20210929,403C,20210929,9/29/2021,Oat,Post,0.354873721,0.064622368,-0.098672674,0.044033151,-0.030164402,0.142578125,0.015234375,0.08984375,-0.2265625,0.306640625,0.205078125,0.16015625,-0.08984375
404A_20210929,404A,20210929,9/29/2021,Soy,Under,0.431159621,0.293484289,0.254588078,0.196284002,0.159964709,0.283203125,0.205078125,0.17578125,0.0390625,0.306640625,0.205078125,0.16015625,-0.08984375
404B_20210929,404B,20210929,9/29/2021,Soy,Fallow,0.352654617,0.057969276,-0.099858501,0.039082037,-0.027611541,0.142578125,0.036328125,0.08984375,-0.083984375,0.306640625,0.205078125,0.16015625,-0.08984375
404C_20210929,404C,20210929,9/29/2021,Soy,Post,0.354135354,0.062410885,-0.096926614,0.042508139,-0.026776902,0.142578125,0.015234375,0.08984375,-0.046875,0.306640625,0.205078125,0.16015625,-0.08984375
405A_20210929,405A,20210929,9/29/2021,Oat,Under,0.405337015,0.216014662,0.12585244,0.145329544,0.088351797,0.248046875,0.141796875,0.15234375,0.0546875,0.306640625,0.205078125,0.16015625,-0.08984375
405B_20210929,405B,20210929,9/29/2021,Oat,Fallow,0.348874441,0.046634173,-0.119316435,0.029415095,-0.030514358,0.119140625,-0.680859375,0.07421875,-0.08203125,0.306640625,0.205078125,0.16015625,-0.08984375
405C_20210929,405C,20210929,9/29/2021,Oat,Post,0.343183308,0.029555951,-0.148784463,0.018223346,-0.059478263,0.130859375,-0.659765625,0.08203125,-0.158203125,0.306640625,0.205078125,0.16015625,-0.08984375
406A_20210929,406A,20210929,9/29/2021,Oat,Under,0.457146375,0.371443343,0.346461804,0.243729731,0.170722185,0.435546875,0.416015625,0.24609375,0.09765625,0.306640625,0.205078125,0.16015625,-0.08984375
406B_20210929,406B,20210929,9/29/2021,Oat,Fallow,0.342620248,0.02787702,-0.179628254,0.015285523,-0.08973834,0.201171875,-0.807421875,-0.30859375,-0.21484375,0.306640625,0.205078125,0.16015625,-0.08984375
406C_20210929,406C,20210929,9/29/2021,Oat,Post,0.393906162,0.181737775,0.068488969,0.121110439,0.06197522,0.271484375,0.099609375,0.13671875,0.056640625,0.306640625,0.205078125,0.16015625,-0.08984375
407A_20210929,407A,20210929,9/29/2021,Oat,Under,0.432281706,0.296854762,0.229380531,0.194133976,0.111468844,0.365234375,0.310546875,0.20703125,0.0703125,0.306640625,0.205078125,0.16015625,-0.08984375
407B_20210929,407B,20210929,9/29/2021,Oat,Fallow,0.347941921,0.043834804,-0.153837485,0.025639794,-0.073061908,0.201171875,-0.765234375,-0.28515625,-0.177734375,0.306640625,0.205078125,0.16015625,-0.08984375
407C_20210929,407C,20210929,9/29/2021,Oat,Post,0.361036193,0.083114606,-0.089156561,0.054736746,-0.038226695,0.189453125,0.057421875,0.11328125,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375
408A_20210929,408A,20210929,9/29/2021,Oat,Under,0.439530409,0.318599668,0.27121786,0.209881671,0.143703612,0.388671875,0.352734375,0.22265625,0.083984375,0.306640625,0.205078125,0.16015625,-0.08984375
408B_20210929,408B,20210929,9/29/2021,Oat,Fallow,0.33670673,0.010132246,-0.21219117,0.0019921,-0.110534114,-0.291015625,-0.870703125,-0.32421875,-0.359375,0.306640625,0.205078125,0.16015625,-0.08984375
408C_20210929,408C,20210929,9/29/2021,Oat,Post,0.366427208,0.099294282,-0.066394307,0.065454996,-0.024314654,0.212890625,0.078515625,0.12890625,-0.017578125,0.306640625,0.205078125,0.16015625,-0.08984375
409A_20210929,409A,20210929,9/29/2021,Oat,Under,0.452093256,0.356290015,0.342714205,0.234513045,0.192156637,0.458984375,0.479296875,0.26171875,0.16015625,0.306640625,0.205078125,0.16015625,-0.08984375
409B_20210929,409B,20210929,9/29/2021,Oat,Fallow,0.353138527,0.059428842,-0.108210563,0.038154266,-0.039080169,0.212890625,0.099609375,0.12109375,-0.12109375,0.306640625,0.205078125,0.16015625,-0.08984375
409C_20210929,409C,20210929,9/29/2021,Oat,Post,0.369341366,0.10802892,-0.038224088,0.071805173,-0.000567483,0.212890625,0.078515625,0.12890625,-0.01953125,0.306640625,0.205078125,0.16015625,-0.08984375
410A_20210929,410A,20210929,9/29/2021,Oat,Under,0.426846816,0.280544065,0.224866905,0.188244213,0.140252034,0.412109375,0.268359375,0.19921875,0.072265625,0.306640625,0.205078125,0.16015625,-0.08984375
410B_20210929,410B,20210929,9/29/2021,Oat,Fallow,0.344305012,0.032916243,-0.154922662,0.0216411,-0.072029551,0.177734375,-0.701953125,-0.27734375,-0.107421875,0.306640625,0.205078125,0.16015625,-0.08984375
410C_20210929,410C,20210929,9/29/2021,Oat,Post,0.352358097,0.057086348,-0.114247607,0.036748379,-0.044223321,0.201171875,0.078515625,0.11328125,-0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375
101A_20211005,101A,20211005,10/5/2021,Oat,Fallow,0.343096105,0.02935221,-0.211852772,0.009333187,-0.120044851,-0.291015625,-0.891796875,-0.33984375,-0.453125,0.306640625,0.205078125,0.16015625,-0.08984375
101B_20211005,101B,20211005,10/5/2021,Oat,Post,0.386033364,0.158187496,0.006475334,0.096514949,-0.002818619,0.330078125,0.205078125,0.16796875,-0.162109375,0.306640625,0.205078125,0.16015625,-0.08984375
101C_20211005,101C,20211005,10/5/2021,Oat,Under,0.45286435,0.358634038,0.335451053,0.227129973,0.166619683,0.517578125,0.563671875,0.27734375,0.033203125,0.306640625,0.205078125,0.16015625,-0.08984375
102A_20211005,102A,20211005,10/5/2021,Oat,Fallow,0.333794016,0.001447753,-0.259448844,-0.011955455,-0.143990323,-0.314453125,-0.912890625,-0.34765625,-0.376953125,0.306640625,0.205078125,0.16015625,-0.08984375
102B_20211005,102B,20211005,10/5/2021,Oat,Post,0.368993405,0.107051345,-0.081255454,0.062931902,-0.045903117,0.294921875,-0.744140625,-0.28515625,-0.3359375,0.306640625,0.205078125,0.16015625,-0.08984375
102C_20211005,102C,20211005,10/5/2021,Oat,Under,0.466626444,0.399932377,0.402317991,0.251211835,0.196523509,0.576171875,0.669140625,0.30078125,0.158203125,0.306640625,0.205078125,0.16015625,-0.08984375
103A_20211005,103A,20211005,10/5/2021,Oat,Fallow,0.359692984,0.079168166,-0.118380749,0.044252323,-0.061827966,0.482421875,-0.807421875,-0.30859375,-0.279296875,0.306640625,0.205078125,0.16015625,-0.08984375
103B_20211005,103B,20211005,10/5/2021,Oat,Post,0.381169042,0.143572227,-0.015847763,0.088592451,-0.008508521,0.318359375,0.183984375,0.16015625,-0.205078125,0.306640625,0.205078125,0.16015625,-0.08984375
103C_20211005,103C,20211005,10/5/2021,Oat,Under,0.466060558,0.398233513,0.396972412,0.252793639,0.201130416,0.611328125,0.753515625,0.30078125,0.142578125,0.306640625,0.205078125,0.16015625,-0.08984375
104A_20211005,104A,20211005,10/5/2021,Oat,Fallow,0.351243821,0.053822486,-0.170235444,0.023021587,-0.099267078,0.400390625,-0.849609375,-0.32421875,-0.328125,0.306640625,0.205078125,0.16015625,-0.08984375
